wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
142.5 7.941765452394438e-09 1.031832626148583e-09
143.5 8.288204827813634e-09 1.0186283068251929e-09
144.5 7.775306033576973e-09 9.769476653526195e-10
145.5 7.811394826645732e-09 1.040783837572444e-09
146.5 9.202174674258121e-09 1.1380950497795126e-09
147.5 1.1176414122778574e-08 1.3930639152797993e-09
148.5 1.0950210324154335e-08 1.360565943913325e-09
149.5 9.361859816752204e-09 1.1771100084671073e-09
150.5 9.996902631792153e-09 1.2426845108244227e-09
151.5 1.0416348683322802e-08 1.3152066252208823e-09
152.5 1.2464632955201468e-08 1.5980607577755978e-09
153.5 1.388759071189183e-08 1.7694354168492735e-09
154.5 2.4128365073959125e-08 3.2372996455555353e-09
155.5 2.1029677896469863e-08 2.7579827050429704e-09
156.5 1.9462173205047004e-08 2.5007611792698285e-09
157.5 1.4927500275601157e-08 1.965860728424467e-09
